sentiment,text
1,"This gorgeous blue dichroic pendant, &quot;Shashiko&quot;, is On-Sale 25% off right now!  http://bit.ly/6iGAR"
0,quietly im tired...but i really cant sleep..  insomnia..
0,"@ikki_oo Ha, well I'm leaving my home in sunny France to fly to England, which is not so sunny. So sadly not "
1,@iheartjoan Erm... YEAH!  You have no IDEA what I'm guessing it is!!  Or they are...!  
1,@YoungPlatinum awww  in for the night. LOL. Booooo!!! Jk ;)
0,@magickmaster yes they do 
0,Are real people joining twitter or following new people?  I keep getting businesses or spammers 
0,i have a bruised jaw  it hurts so much but i look really hardcore lol
0,off for breakfast with the #magicalmoms...so sad I'll be leaving Disney today 
1,@pricetom Hope you survived shopping 
0,http://twitpic.com/8cq83 --what the hell is this?! LMAO i dont remember  @jenellnicole @raethoven
1,@MichealSavoie hi there....oh anytime! 
0,@figmdn I am lost. Please help me find a good home. 
1,@Janedebond Thank you!  Will be less flat when the chemicals stop working but I think I'll like it that way too 
1,"-- @anyamanda said I tweets less these days so, hi! "
0,I missed so you think you can dance  But starting next week I wont be cause my new days off are wednesdays!
1,@DxDutch hahaha i had to tweet that =P awe your welcome! the video was beautiful as usual&lt;3 &amp; the hoedown was so funny i loved it!! 
1,Off to Tipping Pointe! 
1,"off to get in the shower, got my whole day planned out I think.. ttys... "
1,@Foxyma2k9 LOL. Hi twin  @ALauderdale is a hater so I have to keep him in his place! lol.
0,"@HappyCassie Of course, just from text "
1,@JonathanRKnight - That was a GREAT interview - only one piece of advice.  You are ALWAYS sick. Take some vitamins and get some rest! 
1,@thepennylane Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip 
0,@OMSVU Thanks for the link. The first one didn't work on me 
0,@Dojie yurp that long  @sofisticat lol :p
0,"@dlozupone Nope, it's slow today. So don't know how long we'll stick... + I didn't do much promo this week  Bad me #FBR"
0,"@Allieandra @pricetom ahhhhhh that makes much more sense (sorry, brain obviously still not in gear yet  ) *slinks off to hide in corner*"
1,@lindasmith247 You make me smile too ...from my heart 
1,"@PARKPLACEMTG I am always confused, ask me a date, forget it!  Either one day ahead or one day behind.  Depends on my body lag. "
0,@aliciadunaway fun times  be careful baby
0,I hate that when I'm free to tweet my heart out all my UK fam are going to sleep.  Sleep well my UK tweethearts!!
0,"@hipattack You are kidding, feck sake, the internet where the nerds ruin everyones sandcastles. "
1,@t0nym0rtimer be carefull.. they are an awful lot 
1,dearest @jordanknight are you ever gonna tell us what TINK means? pretty please w/a sexy new kid on top 
1,Playing &quot;Casting Aside&quot; on the guitar.. skill 
0,"The weather... it burns! Seriously, it does, I don't tan - I burn... "
0,"@HappyCassie well then specify, you nearly gave me a heart attack "
1,"Need to send emails to 100,000  contacts? Check out EmailUnlimited on http://www.4officeautomation.com "
0,"@bobbinrob Oh no, poor bb.  I hope you get rest soon. &lt;3333 you."
1,"@KoreanCelt @Trish1981 I give @ryansporn an A, too. "
1,YAY! The Hills premiere in Australia is tonight  @LoBosworth @stephaniepratt @LaurenConrad @heidimontag cant wait
0,@VMusicRox Thanks but flying out tonight.. 
1,Fab tweeps 2 follow @peter811m @susiecheng @exit38 @FocalAxis @GeoffHampton 
0,@eilidhlive I never even went out in the sun today!!! :O 
1,Tweeting this late or early as the case may be is kinda like talking to yourself...lol. With the exception of @TheRaptorRocks anyway 
0,Fucking music. 
1,"Guy at the Kurrajong front desk may have mistaken @NathanaelB for one of the local junkies: regardless, was rude to him. Awesome "
0,why am i getting No results for #InappropriateMovies? 
1,@justads  I think it's more about the chin for me  He seems like a nice guy...
1,@Buchautor Ah i see  Have a nice trip then! Cheers! x
1,"@rcdiugun well,will be there until Thursday noon. "
0,"@Dameunited Yes please, can you get me something really nice &amp; tasty, I can't make my mind up what I want for lunch/brekky "
1,"@crazytwism well the thing is,i get to watch youtube videos all the time.  thats the best part of the unlimited plan."
1,"@darwinshome as long as you guys don't mind the horses, geese, ducks, dogs and cats I can't see why not "
1,"@divinemisterd As I see it, yes "
1,I say Joe. Heehehehe.  &amp; He can sing to you.  *Its u&amp;me 4eva*
1,@JamesMurphy   luv u too
1,@Sumana_Raja I dunno leh. Apparently Tila Tequila could do it 
1,@angelashushan They are from a photoshoot for a deal with LG. You can find them on mcflymedia.net 
0,@Mr_PaulEvans yeah but u won't be here before I'm off to Alaska  lol damnnn
1,@flowchainsensei Like your thinking there. 
0,@P0150N0U5F15H renew lease didnt do anything 
0,@DdubsCvrGrl PS: i got askd2model the nite b4.i kno i said i'd take the nite off but i need the $ idk wut2do now.i'l get home b4 2a.m. 
0,there's a discussion board on the UK group's board on the official website saying that Jon has dm'd a girl saying that they won't be back 
1,@Gracemonzel Thanks! 
0,@aamaris maybe... do not approve 
1,@webfootsoftware Thanks for the follow! 
0,Dang!  @specialblend2: This is not gonna be a good week...i can already tell
1,@MussoMitchel are you going to bamboozle May 2nd? I really think that you should go with your brother &amp; his band! 
1,@flawedangel Easy! Press both on/off button &amp; the home button together; then release the on/off button first. Viola! Print screen! 
1,"@Itxi_Itx Your new background suits my last post.  How sweet, thanks.  "
0,Alrite their done now !!! Going to bed I guess. 
0,@jonasbrothers is not coming to Malaysia  what can i do to make them come here?? Help me..SOS!!
1,@Shin_Shan Both. Electric as well 
0,@thisisbrian actually No  i didnt. So wack. This weekend my sleep patterns were so un comfortable. I need shrimp to feel better lol
1,"@HellenBach yes, we learnt a Geordie folk song as well but living in Wales they didn't sing in Geordie  lol"
1,JUNE 4TH JUNE 4TH JUNE 4TH! THISIS50.COM 5 BORO TOUR FINALEEE!!!! BE THERE AS I GO IN!!!!!!!!! .. HA COMEDY CLUB IN TIMES SQUARE 
1,@MichaelCox I wasn't looking as I typed 
0,@ayudevina i'm moving to a new city in 4 days and i'm gonna miss my family and friends 
0,@BethsKissForYou I'm already in a call.  And I has to go soon anyway. Maybe tomorrow?
0,"@agriggs8 I'm sure he would. I don't even have the radio playing today. I was gonna try to keep winning, but just don't want a fight. "
1,"@arbonneteam I know that feeling, the being blessed &amp; loving my job. "
1,YES MAN! So excited for Paranoid music video! haha 
0,twitter updates have slowed down  lol everyonees too busy doing eng. its SO easy. everyones making it out be the hardest thing eva done.
0,@TessaG Bet it's not the first phone call OASIS has had this week 
0,"@JohnPeel haha oh yeah, i thought today was the 8th then!! my bad "
1,@sugarfreebware same 2 u 
1,@craftyGAgal thank ya girl  haven't been keeping up with my Etsy shop much :\ too much goin on!
0,"http://twitpic.com/6u3u5 - im UPSET  but when lifes not easy, pray "
0,@rufio_o I'm just SO frustrated. Bein attacked w/ &quot;wheres this going&quot; type shit; I didnt evn kno it was that serious... With any of them. 
1,"Come visit our MATERNITY &amp; BREASTFEEDING department! All moms businesses and blogs, all the time!  http://short.to/1wpk"
0,"@carriehartford &lt;cough&gt; no, but it's supposed to be. They've supposedly ported, but as mine was XP based it said &quot;no&quot; on a mac "
1,The neet feeling continous today. Nice 
1,Ok this time I really am going...see you all tomorrow! 
0,"@ShellTerrell Of your Hebrew proverb: it seems that some teachers don't accept it, so &quot;There is nothing new under the sun&quot; "
1,watching the channel 10 news hoping the footy has good weather tomoz 
0,@ElectriKateD  I wanna new phone
0,@katagal Nopes not good at all 
1,@EMerlo4 im so proud! lol yes you did it right 
0,"@HrzMatt I haven't been keeping up w/ it this year like I normally do.I love baseball and football.GO DENVER!  Anyway, I'm outta the loop "
1,@Josh_Shear Hmmm.  That sorcery stuff sounds intriguing   Marketing sorceress's.  Oh yeah.
0,Morning everyone!!! It's a beatiful day to... study? AHHHHHHHHHHH 
0,"Oh, im sorry! i delayed you all the time "
0,just back from craft fair - should have been called jumble sale  competition was lady selling jean greenhowe copyright knits 
0,@Applecored awww you were going to play nicely..... 
1,@Dan_Martin not really - i only joined a couple of months ago or so and find it very easy to 'make friends' - loving it 
1,@greenbiztweets as alwasy love your work Hugh. Hope you are having a great week so far  so what is worth knowing about today?
1,@avesbabii Hi  How's your day?
1,Off to find a cookie - I'll be back when scan is over   #mmwanted
1,".@terakopian yes, always is good to be an optimist "
1,"Tulsa just got mentioned on Supernatural, like a couple mins ago "
1,@danielboys Have fun tonight  And congrats on the album being out 
0,"and from my last 2 tweets, im sorry if any of my you guys, my followers, is a miley fan. "
0,"Come mister tally man, tally me corona... daylight came and now it goes home  need more drinkies! "
1,I'm back...not yet done..but...I decided to take a break.. 
1,"@glamorouself yeah, but you WONT end up like dylan  and james will have a daddy"
1,"@mabel1922 You're both going to Blackpool? Wow, I hope they're prepared !!! "
1,@webbtech Night Lisa 
1,"nap still? mmm yes.. seein' D â¥ tonight, should be interestinggg "
0,i just woke up from my nap. I HAVE HOMEWORK TO DOOOOOOOOOO. eeeeee. 
0,Headache 
1,@arlindas sounds like a good plan 
1,@julesgregory Did you ever have Frito Pie?  Grab a single serving bag of Frito's and slice the top open and add a scoop of chili. Yummy. 
1,"@satinephoenix not yet, on set but I think it has your ownership all over..maybe we can content smurf "
1,"@jensenwilder Sepia toned Elvis in cowboy hat and stripy shirt, waist up only, young, hot, sexy... dreamy "
0,(@cassiebabycakes) i need a hug 
1,@k8dt Good morning to you Kate have a awsome day!  X
1,@knittinghutch -- Send Twittery birthday wishes to your mom for us 
1,@BouqueMusic haha yeah she really loves your voice. keep it up!! you're so good 
0,sjdfklasjfa i just remembered... i forgot about justin chon  AHHHH.
0,@rossautomatica (yn) I'm gagging for sun  I keep getting internal calls. I'm going to jump out the window. And Lay comatosed in the sun!
1,watching GET BACK music video 
1,@ddlovato aaahhh mgmt-kids....that rocks  ...what song is on atm?
0,@nursemom90 I know I've been crying all day too 
0,is sick to death now  please can someone take over doing this? 
1,"@matthew858 hey, if you've got a chance come on skype.. had an idea "
1,The smoothie came out looking like a  ... smoothie! 
1,@Mia_R I was bitten years ago. I'm def a night person  Why? It's summer &amp; I have nothing better to do lol.
0,@JanaBanana5 How do I get the pictures off?! I can't delete them from my phone!  I do NOT want any one to think I follow this crap!
1,@Maab you up for a phone call?..am sitting here half stonkered myself 
1,@lindseyghouse Good morning to you! 
1,@enrapture_ heyyy my asian gumdrop  how are you?
1,Ahh the preview for &quot;harry potter and the half blood prince&quot; made me wanna re-read the book! 
0,"@dbdc That is good news..and its Friday..even better!!! Yeah i am, will be a laugh! Shall miss my Twitter family tho..no tweets till Mon! "
1,@KulpreetSingh nice share 
1,@cameronreilly Huh? Sorry - Still playing my violin - WITH the mute! 
1,"@kd0bik Jerry not to sure, might go into the shack and see if there's anything to work "
1,"freshly showered, nekkid n ashy, SC in HD on the LCD, think i'll wear a skirt today b/c i feels like it n i'm sexy "
1,chuck: What's the good of being a hero if nobody knows about it? Sarah: you know. and so do i  #chuckmemondays
1,@poetick31   
0,"Boo to huskies day off from work  But they r probably relaxing on the deck, a cool breeze blowing through their fur...OR digging a trench!"
1,@UnitedWayWells yes he is and he made a big breakfast too 
1,"hanging with my best friend, giving each other makeovers, and watching Camp Rock "
1,"Took some more photos of my cat, http://bit.ly/uuUp3  Isn't he the cutest? "
1,"@NoMoreMarbles Bailey, if you get this make sure you check your BlogTV channel in the morning. "
0,Why can't I delete a favorite? Clicked in the wrong place and accidentally made something a favorite - now I can't get rid of it! 
0,I feel i'm getting a cold  its time to get up for me . :|
